City ID,City,Latitude,Longitude,Max Temperature (F),Humidity (%),Clouds (%),Wind Speed (mph),Country,DT,Date
1629974,rantepao,-2.9701,119.8978,67.71,95.0,100.0,2.1,ID,1644345827,2022-02-08 18:43:47
934479,grand gaube,-20.0064,57.6608,77.4,78.0,93.0,11.45,MU,1644345827,2022-02-08 18:43:47
6144312,sept-iles,50.2001,-66.3821,21.06,85.0,100.0,14.97,CA,1644345607,2022-02-08 18:40:07
6170031,tuktoyaktuk,69.4541,-133.0374,-43.6,66.0,20.0,5.75,CA,1644345828,2022-02-08 18:43:48
3618337,rosita,13.9268,-84.4032,88.92,34.0,11.0,4.9,NI,1644345828,2022-02-08 18:43:48
3421982,maniitsoq,65.4167,-52.9,-2.33,86.0,98.0,17.63,GL,1644345829,2022-02-08 18:43:49
494846,shepsi,44.0361,39.1489,49.24,74.0,100.0,23.35,RU,1644345829,2022-02-08 18:43:49
2128975,nemuro,43.3236,145.575,23.76,72.0,60.0,13.44,JP,1644345830,2022-02-08 18:43:50
2168305,dubbo,-32.25,148.6167,53.73,82.0,11.0,8.05,AU,1644345830,2022-02-08 18:43:50
3448903,sao joao da barra,-21.6403,-41.0511,77.09,85.0,58.0,6.64,BR,1644345814,2022-02-08 18:43:34
4031742,egvekinot,66.3167,-179.1667,-15.9,68.0,0.0,15.7,RU,1644345830,2022-02-08 18:43:50
3517970,pochutla,15.7432,-96.4661,84.02,49.0,30.0,7.56,MX,1644345831,2022-02-08 18:43:51
1161724,chabahar,25.2919,60.643,71.65,60.0,0.0,7.78,IR,1644345831,2022-02-08 18:43:51
930025,dedza,-14.3779,34.3332,59.47,95.0,73.0,1.43,MW,1644345832,2022-02-08 18:43:52
